Listing ID,Listing Name,Host ID,Host Name,Host Since,Host Response Time,Host Response Rate,Is Superhost,neighbourhood,Neighborhood Group,City,Postal Code,Country Code,Country,Latitude,Longitude,Is Exact Location,Property Type,Room Type,Accomodates,Bathrooms,Bedrooms,Beds,Square Feet,Guests Included,Min Nights,Reviews,First Review,Last Review,Overall Rating,Accuracy Rating,Cleanliness Rating,Checkin Rating,Communication Rating,Location Rating,Value Rating,Instant Bookable,Business Travel Ready,Price
1597796.0,*,10401876.0,Edorie,2013-12-18,within a day,100%,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12049,DE,Germany,52.47736,13.425720000000002,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,,2,2,9,2015-09-01,2019-01-12,97.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,30.0
7791155.0,*,27013751.0,Jan,2015-07-03,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.5011,13.461379999999998,t,Apartment,Private room,2,1.0,1.0,1.0,,1,1,0,,,,,,,,,,f,f,30.0
21657739.0,*,7520322.0,Sar,2013-08-27,within an hour,100%,f,Friedenau,Tempelhof - SchÃ¶neberg,Berlin,12161.0,DE,Germany,52.47747,13.33399,t,Apartment,Entire home/apt,10,3.0,4.0,7.0,,5,1,1,2017-10-28,2018-11-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,120.0
23955488.0,*,3543527.0,Iriica,2012-07-31,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10997,DE,Germany,52.50205999999999,13.447120000000002,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,,1,4,3,2018-07-04,2018-09-26,93.0,9.0,9.0,10.0,10.0,10.0,9.0,t,f,70.0
23780312.0,*,95249924.0,Christian,2016-08-12,within an hour,100%,f,Westend,Charlottenburg-Wilm.,Berlin,14055.0,DE,Germany,52.50133,13.2533,f,Apartment,Private room,1,1.0,1.0,1.0,,1,3,10,2018-05-20,2019-04-18,98.0,10.0,10.0,10.0,9.0,10.0,10.0,t,f,32.0
8764071.0,*,478812.0,Rerena,2011-08-05,within an hour,100%,t,NeukÃ¶lln,NeukÃ¶lln,Berlin,12053,DE,Germany,52.478,13.42519,t,Other,Private room,2,1.0,1.0,2.0,,1,2,153,2016-01-10,2019-04-28,93.0,9.0,9.0,10.0,10.0,9.0,9.0,t,f,25.0
29587161.0,*,98053545.0,Jicob,2016-10-03,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10243.0,DE,Germany,52.50973000000001,13.45004,t,Apartment,Private room,2,1.0,1.0,1.0,,1,2,1,2017-10-13,2018-08-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,35.0
9527580.0,*,11121833.0,Merin,2014-02-27,,,f,Prenzlauer Berg,Pankow,Berlin,10439.0,DE,Germany,52.55223,13.41407,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,,1,6,20,2016-05-21,2018-05-29,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,39.0
4804386.0,*,9130178.0,ClaudFerih as,2013-08-10,within an hour,100%,t,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245.0,DE,Germany,52.49678,13.4585,f,Apartment,Private room,2,1.0,1.0,1.0,,2,1,266,2015-05-13,2019-05-08,95.0,10.0,9.0,10.0,10.0,10.0,9.0,t,f,53.0
2952881.0,*,9119334.0,Roulh,2013-11-17,,,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10783.0,DE,Germany,52.49419,13.363879999999998,t,Apartment,Private room,4,1.0,1.0,2.0,,2,3,9,2015-05-16,2016-08-07,92.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,50.0
10749354.0,*,58730827.0,David,2016-02-16,within a few hours,100%,f,Mitte,Mitte,Berlin,10119.0,DE,Germany,52.52871,13.4041,t,Condominium,Entire home/apt,4,2.0,1.0,2.0,,2,28,3,2016-05-18,2019-04-21,93.0,9.0,9.0,10.0,9.0,9.0,9.0,f,f,103.0
8335805.0,*,37007615.0,Julia,2015-07-21,within a day,90%,f,Wilmersdorf,Charlottenburg-Wilm.,Berlin,*,DE,Germany,52.49540999999999,13.324679999999995,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,,2,2,61,2015-10-21,2019-01-11,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,65.0
7815098.0,*,28640868.0,   bes,,,,,Tiergarten,Mitte,Berlin,10785.0,DE,Germany,52.50169,13.36416,t,Apartment,Private room,2,1.0,1.0,1.0,,1,2,0,,,,,,,,,,f,f,40.0
7484678.0,*,1025003.0,Charen,2011-10-22,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10961.0,DE,Germany,52.49211,13.39101,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,,1,6,2,2016-11-30,2017-12-16,100.0,10.0,10.0,9.0,9.0,10.0,10.0,f,f,80.0
26308698.0,*,22625400.0,Kavoline,2014-10-25,,,f,Rummelsburg,Lichtenberg,Berlin,10317.0,DE,Germany,52.50979,13.51476,t,Apartment,Private room,2,1.0,1.0,1.0,,1,4,0,,,,,,,,,,f,f,25.0
16943497.0,*,66059076.0,Nadoles,2016-06-12,within a few hours,100%,f,Mitte,Mitte,Berlin,10119.0,DE,Germany,52.53791999999999,13.39713,f,Apartment,Entire home/apt,4,1.0,2.0,3.0,,2,3,21,2017-12-08,2019-04-28,97.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,145.0
30440982.0,*,109187325.0,Dari,2016-12-06,within an hour,100%,t,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10961.0,DE,Germany,52.49237,13.401470000000002,t,Apartment,Private room,2,1.0,1.0,1.0,,1,1,25,2018-10-10,2019-04-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,80.0
8487085.0,*,10391244.0,Jan,2014-02-24,within an hour,100%,t,Moabit,Mitte,Berlin,10559,DE,Germany,52.53547,13.34646,t,Apartment,Entire home/apt,4,1.0,0.0,2.0,,2,2,29,2016-01-01,2019-05-02,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,79.0
7956063.0,*,15128748.0,Fariti,2014-04-17,within a few hours,100%,t,Mitte,Mitte,Berlin,10115.0,DE,Germany,52.53104,13.37899,t,*,Entire home/apt,5,1.0,0.0,3.0,,4,2,222,2016-02-08,2019-05-12,96.0,10.0,10.0,10.0,10.0,10.0,9.0,t,f,145.0
29895797.0,*,8617426.0,Korich,2013-07-13,,,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10783.0,DE,Germany,52.49853,13.35617,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,,1,4,0,,,,,,,,,,t,f,70.0
6235068.0,*,32093177.0,Arno,2015-05-27,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12047.0,DE,Germany,52.49018,13.42672,f,Apartment,Entire home/apt,2,1.0,1.0,2.0,,1,5,9,2016-04-27,2017-05-27,85.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,25.0
4861029.0,*,1561514.0,Meriin,2012-06-10,within a few hours,60%,f,Charlottenburg,Charlottenburg-Wilm.,Berlin,*,DE,Germany,52.51845,13.32629,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,,1,5,21,2014-10-11,2019-04-24,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,70.0
33237786.0,*,257453508.0,Cadine,2019-01-10,within a day,75%,f,WeiÃensee,Pankow,Berlin,13086,DE,Germany,52.55705,13.44446,t,Apartment,Entire home/apt,1,1.0,1.0,1.0,,1,4,1,2019-05-09,2019-03-08,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,f,35.0
20264439.0,*,143186647.0,Kha,2017-08-30,within a few hours,67%,f,Mitte,Mitte,Berlin,10115.0,DE,Germany,52.52799000000001,13.38301,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,,1,3,4,2017-10-26,2018-07-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,75.0
28076282.0,*,144052516.0,Olwvar,2017-08-10,within a few hours,100%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10967.0,DE,Germany,52.48984,13.41795,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,,1,2,7,2018-12-01,2019-04-22,96.0,9.0,10.0,10.0,10.0,9.0,9.0,t,f,87.0
24906026.0,*,19608126.0,Marae,2014-07-25,,,t,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10965.0,DE,Germany,52.48663000000001,13.38085,f,Apartment,Private room,1,1.0,1.0,1.0,,1,2,15,2018-05-13,2018-01-11,94.0,10.0,9.0,10.0,10.0,10.0,10.0,t,f,32.0
26891776.0,*,204343859.0,Darita,2018-08-05,within an hour,100%,f,Moabit,Mitte,Berlin,10557,DE,Germany,52.53493000000001,13.35353,t,Apartment,Private room,1,2.0,1.0,1.0,,1,3,7,2018-08-05,2019-04-23,94.0,9.0,8.0,9.0,10.0,10.0,9.0,t,f,45.0
33508752.0,*,259695561.0,Elunias,2019-04-16,a few days or more,0%,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12059,DE,Germany,52.478190000000005,13.44408,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,,1,90,0,,,,,,,,,,f,f,50.0
16794886.0,*,104639850.0,Tabastiarra,2016-12-07,,,f,Wedding,Mitte,Berlin,13353.0,DE,Germany,52.54265,13.349070000000005,t,Apartment,Private room,2,1.0,1.0,2.0,,1,1,8,2017-04-23,2017-07-08,69.0,7.0,7.0,9.0,7.0,8.0,7.0,f,f,25.0
15546804.0,*,10727343.0,Julied,2013-11-27,,,f,Prenzlauer Berg,Pankow,Berlin,10405.0,DE,Germany,52.53935,13.4207,t,Apartment,Entire home/apt,1,1.0,1.0,1.0,,1,7,3,2017-02-24,2018-03-23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,39.0
6991420.0,*,33843793.0,Somanne,2015-05-22,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10247.0,DE,Germany,52.51735,13.45992,t,Apartment,Private room,2,1.0,1.0,1.0,,1,3,13,2017-03-18,2017-03-29,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,58.0
19634973.0,*,124763015.0,Vastisza,2017-04-25,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12053.0,DE,Germany,52.47943000000001,13.43976,t,Apartment,Private room,1,1.0,1.0,1.0,,1,1,2,2017-10-07,2017-09-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,24.0
21739481.0,*,147384139.0,Anja,2017-07-05,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12049.0,DE,Germany,52.471,13.42341,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,,1,2,2,2018-02-17,2018-03-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,55.0
11249112.0,*,1690610.0,Casharine,2012-05-11,,,f,Schmargendorf,Charlottenburg-Wilm.,Berlin,14193.0,DE,Germany,52.49454,13.29587,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,,1,2,2,2016-06-10,2016-06-16,100.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,50.0
5994593.0,*,8451943.0,Andrey,2013-09-07,within a few hours,100%,t,Wedding,Mitte,Berlin,13359.0,DE,Germany,52.5569,13.370120000000002,t,Apartment,Entire home/apt,4,1.0,2.0,4.0,,2,90,26,2015-05-29,2019-01-30,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,45.0
19767519.0,*,76391676.0,Koy,2016-06-29,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12047.0,DE,Germany,52.49166999999999,13.43079,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,,1,7,0,,,,,,,,,,t,f,28.0
24115062.0,*,160301485.0,Sophie,2017-12-12,,,f,Adlershof,Treptow - KÃ¶penick,Berlin,12489.0,DE,Germany,52.43206999999999,13.54084,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,,1,60,0,,,,,,,,,,t,f,60.0
20973650.0,*,123334456.0,Frank,2017-03-17,,,f,Wedding,Mitte,Berlin,13347.0,DE,Germany,52.55229,13.37043,f,Apartment,Private room,3,1.0,1.0,1.0,,2,2,11,2017-10-03,2018-07-21,96.0,10.0,10.0,10.0,10.0,9.0,10.0,t,f,37.0
10625692.0,*,19469084.0,Reticaa,2014-07-29,within a few hours,100%,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10827.0,DE,Germany,52.48042,13.34503,f,Apartment,Private room,2,1.0,1.0,1.0,,1,4,5,2018-03-04,2018-07-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,60.0
12561483.0,*,33894420.0,Olgfca,2015-04-10,,,f,Moabit,Mitte,Berlin,10559.0,DE,Germany,52.5318,13.34646,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,,1,1,2,2017-05-01,2017-07-01,80.0,10.0,8.0,10.0,10.0,9.0,10.0,t,f,55.0
26806041.0,*,199743790.0,Sobistian,2018-05-05,within an hour,90%,t,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10997,DE,Germany,52.50216,13.44127,t,Apartment,Private room,3,1.0,1.0,2.0,,1,2,31,2018-04-12,2019-03-11,95.0,10.0,9.0,10.0,10.0,10.0,10.0,t,f,41.0
7023610.0,*,11127918.0,Tiola,2014-02-03,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12053,DE,Germany,52.481080000000006,13.42756,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,,1,3,0,,,,,,,,,,f,f,60.0
18565523.0,*,49353707.0,Christian,2015-09-28,,,f,Prenzlauer Berg,Pankow,Berlin,10407.0,DE,Germany,52.53463000000001,13.43148,f,Apartment,Private room,2,1.0,1.0,1.0,,2,5,17,2017-03-26,2018-12-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,25.0
12578970.0,*,10640660.0,Tjms,2013-12-12,within a day,100%,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12047.0,DE,Germany,52.48457,13.4265,t,Apartment,Entire home/apt,5,1.0,1.0,3.0,,4,3,19,2016-05-15,2018-07-06,97.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,40.0
18897669.0,*,39929162.0,Jarhar,2015-07-07,within an hour,100%,t,Wedding,Mitte,Berlin,13347.0,DE,Germany,52.55664,13.37043,t,Apartment,Entire home/apt,6,2.0,2.0,3.0,,1,2,96,2017-04-11,2019-04-28,96.0,10.0,10.0,10.0,10.0,9.0,9.0,t,f,100.0
11196303.0,*,55333961.0,Kiysrin,2014-06-21,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051.0,DE,Germany,52.46424,13.42841,f,Apartment,Entire home/apt,2,1.0,1.0,2.0,,1,6,1,2014-06-26,2016-03-26,,,,,,,,t,f,39.0
17074751.0,*,61368307.0,Marky,2016-05-31,within an hour,100%,f,Wedding,Mitte,Berlin,13357,DE,Germany,52.55436,13.37734,t,Apartment,Private room,2,2.0,1.0,1.0,,1,3,6,2018-04-03,2019-04-29,85.0,10.0,6.0,10.0,9.0,10.0,9.0,f,f,30.0
12907584.0,*,63749641.0,Vividma,2016-03-21,within a day,100%,t,Prenzlauer Berg,Pankow,Berlin,10405.0,DE,Germany,52.5336,13.42259,t,Apartment,Private room,2,1.0,1.0,1.0,,1,1,10,2016-07-04,2019-04-14,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,45.0
12547933.0,*,48465074.0,Sanara,2015-11-02,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10965.0,DE,Germany,52.48695999999999,13.38264,t,Apartment,Private room,2,1.5,1.0,1.0,,1,6,1,2016-08-17,2016-09-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,30.0
6789078.0,*,1665872.0,Sila,2012-01-20,within an hour,100%,f,Baumschulenweg,Treptow - KÃ¶penick,Berlin,*,DE,Germany,52.458090000000006,13.49451,f,Apartment,Entire home/apt,6,2.5,3.0,4.0,,1,2,81,2015-09-12,2019-04-21,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,99.0
19388719.0,*,19460607.0,Leauardo,2014-07-08,,,f,Wilmersdorf,Charlottenburg-Wilm.,Berlin,10715.0,DE,Germany,52.48521,13.32562,t,Apartment,Private room,2,1.0,1.0,1.0,,1,2,0,,,,,,,,,,f,f,39.0
8917441.0,*,488972.0,Rakrelle,2010-08-14,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12047.0,DE,Germany,52.49416,13.424920000000002,f,Apartment,Entire home/apt,4,1.0,1.0,3.0,,1,7,1,2015-08-11,2015-10-26,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,f,45.0
213534.0,*,11380503.0,Jena,2014-01-05,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245.0,DE,Germany,52.50979000000001,13.455220000000002,f,Apartment,Entire home/apt,2,1.0,2.0,1.0,,1,14,1,2012-11-01,2013-06-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,60.0
26007200.0,*,199142508.0,Alja,2018-05-10,within a day,70%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10999,DE,Germany,52.49541,13.42294,t,Apartment,Private room,2,1.0,1.0,1.0,,1,4,5,2018-07-16,2019-04-18,93.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,55.0
582847.0,*,702415.0,Sana,2011-06-27,within a few hours,100%,f,Wedding,Mitte,Berlin,13357.0,DE,Germany,52.54874,13.37513,t,Apartment,Private room,2,1.0,1.0,1.0,,1,2,13,2012-06-18,2019-04-29,88.0,10.0,9.0,9.0,9.0,9.0,9.0,f,f,60.0
33649763.0,*,7972904.0,Latole,2013-06-24,within an hour,100%,f,Alt-HohenschÃ¶nhausen,Lichtenberg,Berlin,10317,DE,Germany,52.55905,13.480220000000005,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,,1,3,0,,,,,,,,,,f,f,40.0
8720099.0,*,3853503.0,Vrristopher,2012-12-20,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10963.0,DE,Germany,52.49465,13.38761,f,Apartment,Private room,2,1.0,1.0,1.0,,1,1,0,,,,,,,,,,f,f,75.0
